10000 2 
1.36403429445978 13.4943241921254 1
4.64837904536271 14.0271947746749 1
1.48194868801375 14.1561460525389 1
1.63731129496428 13.9903526331871 1
2.0865863453303 12.7880427396542 1
1.05416603202273 13.1304826399366 1
3.04038578037763 14.8003091684591 1
2.33440471126521 12.248032305177 1
3.0352038006506 13.8643565398346 1
3.10062045867393 14.725233359712 1
1.47245889728406 13.3897240442573 1
3.04010647488482 12.5542396210646 1
4.14933351479502 14.1512831955641 1
3.78964223249174 14.3492098480277 1
3.17327582971501 14.1199582854905 1
3.20447200562763 14.6613190888529 1
3.37594661463164 15.0214311471581 1
3.10466961999943 14.3868267951234 1
3.6232382671861 13.6181911752134 1
2.24506390486876 13.9368152219496 1
1.12098355511592 13.4853212404172 1
4.24294836664121 14.1536014858586 1
2.71642244973044 13.501464972667 1
2.31601356347891 12.6932268527104 1
2.32340169466541 14.2658135681606 1
1.54024432399988 14.4993113676596 1
0.814832056221584 14.1395579411886 1
0.986207982420138 14.6378162389207 1
1.52155906107909 15.4807194706832 1
3.0014395704507 14.6667070979279 1
4.26490742697359 13.1108950520159 1
3.24395447539584 12.3295673708904 1
3.43648770531577 13.4380811174044 1
2.79615917063751 14.9961943044581 1
2.81911035400726 14.2501400126217 1
3.18345266586461 12.5630334842527 1
3.4417032546276 13.7149004239175 1
2.92472785283263 15.9648473479245 1
3.78550959951836 13.5399494366034 1
1.40366512724563 15.1442380195064 1
3.04117352695829 12.7707913139443 1
4.5966228970559 14.1640161608884 1
2.69033173187077 15.4930991868065 1
3.11829994174995 13.8916918709093 1
1.35550909233978 14.7275084325267 1
3.37576808698303 15.8921389449063 1
2.50831968121737 12.2746451425648 1
1.50604897299713 13.8731466083027 1
2.00938129437881 13.5636717116998 1
4.41110446876416 14.1640412174909 1
3.23568327759041 12.6730369195437 1
1.04614670250799 14.0630699040473 1
4.12105041535598 13.9893925818253 1
4.18335925947997 13.270359088128 1
1.35021022865033 15.3039546266216 1
1.96386998918337 12.6258953071758 1
1.50871704714945 12.8200994124274 1
2.28209060110648 13.4444168174834 1
3.32290802897249 12.7303752647292 1
3.08618247126274 12.6141148959007 1
2.1118190450437 14.3778649013959 1
2.27071978681223 12.4585307442193 1
1.82577892495944 13.2471292799847 1
3.09184781910452 12.6802236008904 1
2.04845307524856 15.2131968472369 1
1.75976153887812 14.2538322300155 1
2.94074742806097 14.2942426332411 1
2.3227370405382 13.7519985022586 1
1.7387863450911 14.0772512327299 1
2.64078138057056 13.1880245845196 1
4.2501203429017 13.0795836034884 1
3.72072221449674 15.1605791085528 1
2.03840947829917 13.6572045509072 1
2.50267967239875 14.5126778540157 1
2.64483811884391 13.9302305861593 1
3.88698366097119 13.003766490113 1
3.89395690809463 12.9283943837179 1
2.04912022452761 15.1334094040607 1
2.25323142110553 13.2078278535802 1
2.37809837856126 13.3072620620395 1
3.74439851942414 13.9268113665402 1
2.19883173741721 13.0142756212579 1
4.47112188140614 14.3532987776291 1
1.44433164829841 13.373457638688 1
1.56643434120475 14.6981008093412 1
0.791922746683244 13.6608216769248 1
4.4640677851621 14.579542493037 1
3.63337368138512 15.5036662487278 1
3.75826021592365 12.530912707995 1
1.91611676588961 14.1305449359599 1
2.56328154599572 12.5420868483654 1
1.53663895180421 15.0193975034887 1
2.42988460296079 12.4736563741521 1
3.28941126097955 12.4204902915414 1
2.04071011738951 13.3412931862676 1
2.15306556922432 13.3960341860763 1
2.07893051884216 14.1473146347438 1
2.17747867180788 14.5309735702981 1
1.79598180533991 13.222053905572 1
3.66799469680196 13.9044786557486 1
1.41914983606474 13.1210600168675 1
2.43706641899239 15.1434675583068 1
3.49235865035013 14.330636562036 1
1.79807552476968 14.5643677413133 1
4.5542789474292 13.9219881408132 1
4.24274926357811 13.502057724207 1
1.54940440569757 12.5585624840686 1
1.93318670879844 14.2268977042988 1
3.93632882741218 14.506095006145 1
2.34617612030097 13.7636679847158 1
3.61620514496763 15.558278818374 1
2.2055567424825 15.3600522747539 1
2.44388597796849 13.1618282025152 1
1.26821130306699 14.6299331984884 1
1.13324620702282 12.8909696137296 1
2.60756353081665 15.6673920710442 1
1.64885074921983 14.6701468530018 1
2.47287027079919 14.7926210852439 1
2.26158967630726 12.7154844063923 1
4.39940426184102 13.7420539344716 1
1.92300867132839 13.7788937304514 1
0.972701084082969 13.1535594782976 1
0.814903131422034 14.6763099423266 1
1.88667708980871 14.454609384639 1
2.2756370998963 15.4148551696871 1
2.55642034883436 12.8421233809123 1
2.09943806858224 13.637751017326 1
2.98745563810208 13.7303770022686 1
2.65498526196 12.9890873189946 1
2.76202575350634 13.2150450679522 1
2.09561086858296 12.1242134310254 1
2.62286761762059 15.2262249585192 1
1.87441472241873 14.5846673951627 1
1.69126012235828 12.7304557877201 1
3.84336790632308 14.3955787459038 1
2.03147467313012 14.2076393885459 1
3.197887949759 14.896387171232 1
3.24193700580855 13.766242413875 1
1.78409576208597 13.6111476899835 1
2.65623877393816 14.7116304204105 1
3.86936052631416 12.5518516001328 1
3.00994811025582 15.7380057096899 1
2.10419065029115 15.6382289126523 1
1.93353687621341 13.7521497299616 1
2.78585945716942 15.6775896868377 1
3.6777182663001 15.0565730251268 1
1.71165886498442 12.6990543358762 1
1.33262646672174 13.0693158047204 1
1.92265633804582 13.4080716199911 1
1.83541623353347 13.9389213565363 1
1.94685933651619 12.2000609563314 1
4.16665657874478 14.0797944679946 1
4.49728548973582 14.584097705057 1
1.853174077712 13.0627726477543 1
4.01222093763985 13.0058327463118 1
4.54573347455916 13.9750234650737 1
2.2780258205965 13.0671049919548 1
2.05866929724097 15.6290294863292 1
4.07866147606225 14.9758499232027 1
3.08606784914852 12.6923708629212 1
0.681569886801989 14.0838882851028 1
3.37628929395733 15.8946143690252 1
1.35018607316847 13.5721840303702 1
3.16662391722135 14.7017172956183 1
1.92428783564318 15.4324392749716 1
2.92723196786731 13.9007575022836 1
2.72540095456093 14.7101076839885 1
2.48295979603694 13.4883392561253 1
2.5403932149654 14.532032003772 1
1.13327293725768 14.3723499146176 1
1.76120036752343 12.4674365457403 1
1.58508398477598 13.2212007712907 1
2.9840481788725 14.0065223291702 1
1.7797028006769 15.0789510828417 1
2.74965477168165 13.382179644036 1
3.23480351207865 14.5343295614816 1
2.9529068655031 15.5205848761025 1
2.6709027604394 14.1595741055066 1
1.23147343108047 13.8535834354624 1
3.41534004659078 15.5919364293154 1
1.41019547009256 13.1204603031426 1
3.37418976971349 13.8982473826058 1
2.79120685878887 13.4909419827688 1
2.59053685883606 12.3917805020057 1
3.03064954835986 15.4459077635 1
3.74025127169188 14.2154717116558 1
0.963566207898831 14.126145104243 1
2.09085853226686 13.3696956015076 1
1.68417715293068 15.0217069989725 1
2.73914416705444 15.8028249702468 1
0.785555441441701 13.7500448377976 1
