15 2
14.924504563335868 15.380125588211817 1.0
13.735664940832375 16.601713587604802 1.0
15.855033715927675 16.20705528406895 1.0
15.325638063055727 16.60195598444906 1.0
12.906536736246077 17.082496664485667 1.0
13.833463385384977 17.063583990854884 1.0
13.92735491267006 15.347496047910678 1.0
14.396306489624322 15.519484616700554 1.0
13.512488211756116 14.718919282209495 1.0
14.565472059578903 15.142058418925382 1.0
12.642451739717384 16.23415689940412 1.0
15.97120446959563 16.883343916643987 1.0
14.234621122439918 14.286407437954873 1.0
15.045840075607291 17.217786998068913 1.0
15.719569129574303 16.392480341533496 1.0
